height,hash,header
921261,00000000000000000000bccb5f64ade927a8654956913a9e17adaf301f5e74ba,0000002697542edfaf9c53f7116ff09e8e4b39f934f4d37b4e800100000000000000000091e7e0af416ffa2f13768d31f329c7ebb108c2e2993e66ca24910a1c068b82ca6161016921eb0117b5a14ccd
920853,000000000000000000016041b632a4e06b41d2e80c54703d6b755019171444de,00e006221588bc9c2e2fdaac1fe817b82fff09049221e122b65801000000000000000000159a5aa7d3bc9a977a1e7fd98740ddc10346fcd42cdf180e0750ac61ea9179d9b7e1fd6821eb011728131285
918623,0000000000000000000076ad6d232e239fd76cedf54b4204f5e28e1a51f4b27f,00e00420f200c9af1c475d13f08869845de9b9eb76fbfa865ea101000000000000000000dcf0b7b282fd0caa2dbae1c0beda39faa10cbbb83655f6a43a074be8d3f1204257caea68b4dd011721c0c4dc
917071,00000000000000000000da93111cbcb0c7cf9f9f55d592494aee2507fd84f755,00e0ff3f57daa6b8d507eff428d204cb79cd741943073c4301b501000000000000000000184e34631fca31dabdf51b87ce60717ca1cbc44791c3ae8d46cb6cf80c158fb316dadb6838fa0117a3f50158
914373,00000000000000000000a4a5644ce7e315feeeb1c586903c077993bb5f7825a2,00a04d220640c91602474b848f12f5be4863d350159d9b460de400000000000000000000eb0d363171fc2d3d48a279b35dd33e1f5cb4a64a23a320dc4ab5872599631f8dec26c468ac1102175a300e23
914371,000000000000000000013cad1d0d9a4d168c0b2dbae847fa8a2c3ba0704252c0,00807125c47328320e42272d035cad0073643fa35146f55f79ee00000000000000000000bd7c87b7c163b9061084615f9abbc6e0c9c0e7bb366f90cffa4e63664c99b59dbb21c468ac110217d5ba1524
914362,0000000000000000000098d9f82cd465d4a1e55fabb659d1df2464648f796777,0000783b3f7a2b385508a05cc2b32721756145dfa9317aba094d0100000000000000000048db5b54c9ce3436b157658cae512a7304da82898c59e6b7032158e1f90fe1f3860ec468ac110217672d7fe9
914362,0000000000000000000170e712b2da3ba73fb618753fc44d0e4b6b1db3e3fc4b,006008203f7a2b385508a05cc2b32721756145dfa9317aba094d0100000000000000000066c1de0382413a8f224243d73d37aceb1f717dfee876aede87f3c51232e25d3a8e0cc468ac11021736448df5
914360,00000000000000000001c7664aeb6f4ce7f29e3f799eb3aafb924255d6643573,0040ad291cc22dade83c2ce7b7f3893473422c283cd632b3daf3010000000000000000001471b3e94f959aff7e362f7812cd16f941cdc5cb40d6d04f61a32c8c80684b698f09c468ac110217dcd29561
914357,0000000000000000000135a4e20e4402f5f3b5798b2d49ec9f51614feb224c93,00408e25b66a8748eaa244fb8cd41fc32bec0b8d499f393c5ca80100000000000000000023d8a8125d4fd339b6f39bfebbccffe32a429fdb306554e77b777b4ee9968d7944f7c368ac1102175a3d528d
914344,0000000000000000000075bdcb14ab9b07e87c6c5a43addb81ff6dd74c14d16e,004003202b929e89995b68b87553a7afea0383bd467d7b6461a80100000000000000000004d3821459fe3c6043b90896ea17224f239437c2f57018871d6bc9cf6928b33b53e1c368ac110217a3166e1c
914344,000000000000000000020806ba231682bab800c757366c169b2e17259a5e3aaf,00e0e7232b929e89995b68b87553a7afea0383bd467d7b6461a80100000000000000000029e9f2b78f60359141574b1e775b2a24ce6f15649c45e26fa6929e1d4ad13926b0e3c368ac1102170d0169c2
914342,00000000000000000000ba485fa4bbba0416890572ff6b5853cdc24e92d7434f,0040d6233b995334cbefe9c09ad38bef90527fc484097ea234540000000000000000000092ca6058a40183784413f8d87dce7b73265297f065d5d94705d00d7254c09006c6d9c368ac1102173b3741be
914334,0000000000000000000092003874d2b869e8b986339f5bcf8c3a03f5dddd972c,000000208cd96f2fa9d9cad5cdf3c980606f42a17f06b2a3b9b6000000000000000000009d7c2fbbda61aad6c58a0c0f6871b806fea480c13326bf60bbd14dfb936f20347dcac368ac110217231a45e9
914332,0000000000000000000122a9c97762f507cc57df067f07b826ab0a81cb4e787f,00c00b200da0aa5fdbe2efc140729414992410bbcc7e7f1bf7530100000000000000000088fb0b73c4d1102ae215c0bb5ae799023d1e9209eb80d379f7d5bcb6c12e4e5f40c1c368ac1102171873973f
914332,000000000000000000016c286d182701403f8eb2e322a844a019c933ba6082cb,0000ff3f0da0aa5fdbe2efc140729414992410bbcc7e7f1bf75301000000000000000000909e269c6ea2caaf2e24c4aeff22f5e9e7eecd3a8ca4e1bc9deb9975f78bb6ed49c5c368ac110217fc063011
914331,00000000000000000000439817c63926873f46ca396974268b1f9f6eae84b1c1,00c00620a47f3806fb0107f54898997acfa3653ec56e00f68f0301000000000000000000c3ab851af94d4c486579d4643d037470aa9b87f0c3900adb5412c6235d3801753bbcc368ac110217a0067493
914329,00000000000000000002097c6c16d3e4065640c744d544d35dd797d06189a4ab,00603b2406947da999591fc6164db64a8445971cc55cbb3a69d60000000000000000000022881561a7507ad88f3f278a4c19731e8913045a69f5f48e46b7517b17cd296808b5c368ac110217cd975dad
914319,000000000000000000008223e92e8a65a3400761c5307b01f0b87270bd24bafa,00e00f20471bb0c301ca76c341e8b7c6bedfc1dcd13ad194ae990100000000000000000097234e6f8960bf95bfe73a5a5d410768d33a434b5ab5f8987c423cce1e2e470dbca5c368ac1102172924c946
914318,00000000000000000001de4957ebb1c9e08d28fd604f017cb288bed2481455ed,0020b02b5860bdd0995c065f1955fdb0d6ee2a685ee7ba689002000000000000000000007f8d5b586b268c6fafd1c4834fc783b57d3d339df85a161b28463aeda881153a81a3c368ac11021782664964
914301,00000000000000000000a4b0e87728228afec5a5333d32c1de4631708be29e5f,00809533d16a6144a65746f1d8f02dd56b97dd177f015eeece7900000000000000000000eeb8feaaa4c85347c6c108d17918484a0224394d9d6159cd0b83a267530d99973261c368ac110217367d72d7
914282,00000000000000000001208a381476ad1cd93142df2fdc9f978a991a496e0aa0,00805a256d72296a250a099e32dc257c1a4a55561e5f16950df4000000000000000000003b2a2cc1873981673bf45cfe9b243500867034e01a5f80afaa182ca4829ad953303ec368ac110217a909062b
914282,00000000000000000001f6d6612ed8d40c023858249952fdee7d7d99c081f0cf,0040f5266d72296a250a099e32dc257c1a4a55561e5f16950df400000000000000000000054908d135392a44d6b16be8ea7c431cf04b52535673bf0ee53f271991cbdb00923cc368ac110217029af326
914261,00000000000000000000ce42c5b1a6fb01d652fa82f25458f6c3d53364fb9f69,004003206c6d9589037eaf069a7cc98db8db221f152706ed6b680000000000000000000090a7aa08434e10e255df2dac9953660d7e084a653ecb0c28fca6bf12644897867a0bc368ac110217ede60a89
904806,00000000000000000000350e4b152f9a9cef7e637e1204199768d75e63303d92,00e0163169d458d4bb4a41ce3a0d9b8217f4f7fd708fed8085ed00000000000000000000fbf0d34b407fbb3f543161bb85376d99a199f5734ee685593e4cba242157f01b38d46e68166802179a4d1e02
903259,0000000000000000000030f07b4fcf25075703864456c652d50fbdb2628585fe,004012218da8d7f59f0908f6c504f84fde102b1c0558ad597d1b020000000000000000006b99bef762361892e5b112eda55fb1b522a1ae5da206b4a0462ebd3f3807b54a98766168166802175ade5936
901841,00000000000000000000580c2ea5991749960e62feec73d9fba76c058b21866c,0020ba27ae3cebe061fdf23115c190f7c87974d81ec5c36da4c301000000000000000000bdf8c8442db24e3b81c0b90249bbdd572a63c221b58afb719cc6aa2feb374122a56b5368043a021708410002
901534,0000000000000000000048165f3adf13475f42f7b0865268be3bb191658a8aa7,00a04b2e695ac49e01846e93a9ee1ffa844a2e5024a47f937ebc0100000000000000000043db5abf963fd4138f6ec8c61b6e49b281efe349d995f369999b53f4f95a1effcb4a5068043a0217a90503d6
892514,0000000000000000000138347cf98316d6ef64e7b02a53639a03807dde6b3a7d,00e04322bc0d4529cb26f37f35f68b0221c4bbfd6e3147d65813010000000000000000007651207b74fe9032765863f0ed9e0223d46805ba99ade26bfa92feea6c43edee6f15fe6705510217c535c154
890041,00000000000000000001d888b8c2f8b3457470d1340faf95259339f678ec57c8,00a09a2585c498de189ce0e32af6c6bed3fbac46c13ec0c8599e00000000000000000000fa6ea137d0e98f1c21069f371520a1aefcd1a5b5404749ef9ff593f49c3a7c02e58ce8676c7902178044aa98
888098,0000000000000000000051fed8a781963efa6e0dd87299ed43ba61ec0f4b2c23,0060fc233c24f21f121f2a64ab066335f1e59287cc055f25dc4000000000000000000000742cefc8c1575c3b6bd66e15b9fbd05f3dc628db2ecc0ce4562ddd3676453e398132d76781820217b92c9371
885539,000000000000000000011099561732ebae66144b9a8ac006c0a7efa99ae57389,0040812eff8d55fc73d2c87d1382cee1006f61fa71f8ccc22def0100000000000000000004ce9414e4f30c8f7688647725a9c94be7b0e92b975629c1b63d45e686b05c7e9829c067b18b0217339a3cee
885161,000000000000000000014f0590824733a73f59b36b556798c85f0880684e0dd8,0040f7269760bedaae04190a814fd40132a6b155c4b7a1448f22000000000000000000000cc46e05d7b32daab60a555e7376b7313212cac02d5b926f304b15e65a9379fb32e9bc67b18b02179b2caf05
885039,000000000000000000025dcc497e8016ae10d613d8015bd312210607184f55e0,0020e0275679bb3d3a6d1ee89c48b4569918441d368b2f40bf400200000000000000000043127d663146fcaf94d63b30ca23a7f8d442d5dccfe0b6f98c0df9ef5373b124ffa4bb67b18b02177e0d5a7b
884487,000000000000000000012dfc3e3782aef650f0de476258c55ec07fff050cbc4e,00e0002067dff683e5e462237bf97bf07919af6fae01b495412600000000000000000000f0fdbddc24674bed078b593fd37f34e5ead243b2f2b10ca996570b9db699c9c9db36b6672677021713100a47
883159,00000000000000000001810ef4e33e95c185838f27904c3e14d9ff7565ea6aa8,00601b2172e4e3c323ee36a3fd04e4eac67ad85176f4f80f2112010000000000000000006a4900595821f67cd96bf7a32aa5015cf37a2f9043d2f8137407a52bc21846704ed1a96726770217400c7e0a
882968,000000000000000000027b4b0c4248269a852754b99ecc4df80e53853c95f62e,00e0fd2481b90e9466b58d73a7457bb3d6f0b14b2aea9f3e85df000000000000000000009c02b0fdc1c577b8fdd7133cb486c0c1e86db8848e9bc2b3a4abcb3d0fb734dd671ca8678a9a02170e5396f4
881441,0000000000000000000210d5b36ad7189d9a822efec8df61b3b0d2e461b4a73a,00208122488a2ec8c6cc643afb1ceed4b301bb99fb857ce4f88c00000000000000000000d6b3a3bd20db09d0ef9727758b56ddcf7785280c5d81bd64be3403ea0d8439a687e19a678a9a021795d3a553
880932,000000000000000000014873584f9bf66973ae51d57c2d58b0341fa10782a620,00c07c26d0b68d63c21afcd0824c97f92b01b57acacaf7e2a74200000000000000000000ce8ec40a3e41e8986a08f7a178cbab7476e6a59707d9ea330e6997b6374256f1e0799667618c021750ed9419
858156,000000000000000000021e5ef0ac499f4be9b11789ec7d67a1b929926363a4a5,00e0ff3f1f380fcb5f5767ae6265173f50954bc21dfed4b6b8e7020000000000000000006f5aa4b6d53cc1762909c268274d86ff4ae61ab842ec7c98086ac3ff6fcd9e9ced1ac966763d03176c2ca37a
848526,000000000000000000002d8525fc551d9f794d8e89eb5a13ddd78ae80e9a3357,00a0d328b175916aea021ad91ed27937db3dfffb3b3e08d1823701000000000000000000a1aeff92de780161a3b73a353957043c332383553faa447be171f3b0183fa9de28f97166b85c031732cabd57
843741,000000000000000000009186f08b48d2a0dce51df8c0dac593286a8981675eb2,00000020a715cff55f9711822e49d1e1d548a0dcea4b3853500002000000000000000000a9513ae7a6228aee1afbf6a461cfde92ff32bd517e5c96a37d062e36d21ee662d05546669a6203171c741a9e
839152,0000000000000000000138944addd37b6ef038349062c29b98ade5914de97ff9,0040d72467a062be465b71e91a79be7ad1f33770fff8674fb4f2010000000000000000009833b29d84959e3687c70cd07383ed7494320b2e0b24e5ff57453d0cfcc9c817468b1b66194203170332863e
837957,00000000000000000000e8713be25a5a68bfb7fc2c8c4b89a3e889a13f58d829,0020002043d4e37f3e25eb842a84d79292a0951d1b2f51d951a6020000000000000000006f7da78e36bb926e7d2fd6478657c7e4508a9c3550fa649985344c3881de5d19081e1166d36203172a47be6b
826263,0000000000000000000284c1a998c1c8f67a4ff0f06d11fa3bcc5cc15fad3757,00e08723f51ad4684f207a42920fdd35e53cf4a35ef38b9f0bda010000000000000000004bc2af6e2573c116e8f48fde220ab9a53476711f49889a9714948045c10661fc5c22a96569d8031765b1c13d
816784,0000000000000000000248843d730c9645f67265d4ebc007859d4022f2de7c7f,00006020b56294d0f8ba8d2ef3ac8bbbf4fb27bc64057045f79b01000000000000000000addd1265eb47ef747aced7f0a38d2236b095936da3026078092b274a880df4c283eb5365125a0417643a091b
810631,00000000000000000004a2b31c38cd724c92d3b33f9dcbe99bfb50ad167ab2ee,0000e02002c1c9f145f8ac8e2ad573c91b4fa26cc2c3ae6ad5270100000000000000000097ee172777445d717bceb5bb96422b026cd0c3f15c7d8dfb0dbba612b826c5e035921d650fe90417985656e4
808821,00000000000000000000afb04a569842491ecfda6a03ff5e8d9322e5888e512b,0000c32f64afbf5aae0c191dc401e7121cf53e80ee4e2e03fd5f030000000000000000005879d2d58ed05f09f2cb41bd16db2525a117d718a78f2ef3af68b185721fb00c3c470d657fed04176f8312e1
802859,000000000000000000052822cb66ad7eacacf11e8e0f16c268679f7ea25abc98,006000206265cce205ca62ebf015405c4deb48d9aa9a923587260500000000000000000077d797119566eedb40329bb1f7e0aae3aa3bb921e3690bcd493e1c063b1042acdac5d7645b5f05172da7e3c3
797752,0000000000000000000048c6ee31c9f6d913ce3689705b8b1fc388d5762a9c80,00800120bf91ec4fe765c40985c6cfa081e0e97da7dc03c7ff4404000000000000000000f4e3f670f7d8dd7fa34272ff2ebcd89784c036ba05d2937a37290ffe3578a63fff1ca964be8e05175e804a35
796720,00000000000000000001266fa925ca2a17a4b546dfbb24c321372b9576c36f0e,000080203a9a4aa4961727f548f85532abd2df8f11e4b6c3543a0400000000000000000070450b76197f336f89ed25e363a65a3239c46485dda779a449a53d6a998e8a57564da064be8e051783de20da
794931,000000000000000000030cd5244e8b366e810bfff953bab79c736d7310dac407,00002020343ed3501307dd4c1c815cf58bd82a73d48a35b136cb02000000000000000000ff0bab9fee8705fbdce5356f4cd7d1580fd8aef6538b5a6805e9e4f9f8580b4c9e4a8f646d60051777549db5
790825,000000000000000000015227bfc84327b07a7e1796ff89c0ddf62d4777a38c06,00400020fdbd2f00698eb1cdee15476e654d68d34dbd9eff9a5002000000000000000000c0c669dcb2d19d9e221c883a15e5805dcfef7e3b10842375e71806e188a54359a8d76a643aae051749f1104d
777550,00000000000000000001f75b65b9066c46682ebd2b8358d7e64affb4d6adb5b3,0080d02cae49eac37903ebffb12001145c1373a7d24d827050e9060000000000000000006639e2a80792a13b28966dc1c0fa95df4b80acdba5472af59c94c51f49b08e2309faf36339300717646e1b74
775828,0000000000000000000387d7c748413c63aa50c493185f64b0b0b14a1692745a,0000a020603d223b9600e0e27171e2b9c767d80f9ba00743d49f04000000000000000000beedd21ab8468aca7764aee38ffa64f051b950a01a19788096d6ca17f0fdfc619cabe56320270717330e0f45
775827,000000000000000000049fd44307a09b0fd867c7b9e27171e2e000963b223d60,000000201ddcc05e646295ca8ce8306a5600e58e79600c1c37b901000000000000000000bd9d4dba3f8200532f3c70d2a293c99e5b3af31a6f66d6c278dffe69102914a1c0a9e5632027071744235263
773104,00000000000000000004b4b574cdb3d36dcd8dbe538d8ceef646a140dacd1d30,00e031337415f24e1235bc2981a5e1977667e8bbe69f82bcd2e902000000000000000000b7cc500b96676c9c635aa2e159dc849409edfc194660a7bc6e135ef40bcbcb6f815fcd63e27c071735ca175e
769546,00000000000000000006ed9fd2f5c5710e3f6278300516fb90da8685e4cbf0a8,0020e82382b3304aecae5c8918a1ef5fee5f554ecf7d155eb25f040000000000000000009573379f6519e38b7e990ada17d75498e3c88dc44ce9b7d158c5779f8574c35f00dbae6390f507174d056341
764744,000000000000000000034df3f4bbd3007a1f647151f870bf9e04988f164c7341,04e0ff3f31d07ca923ad2873c0e825bb15a09f0c913c8c771442050000000000000000004ed4ee01738cb056cf53d546987a096b717fb4b9f975d5f95cd52f7a95bbc944d69e8163159e0717c74cb810
761335,000000000000000000053a15fb7aeca2e399a9ef15375c1255d15ce42ce8721b,04604727314df939a2bc22de7c9a50a63c238a0daf4b4c02e54b01000000000000000000bccf2c085b885add3326a196f6333712ad310ae71b474102e068ceeee3dc7824dfb2616329a407174e2def28
751763,0000000000000000000993e1c4ab09844605bbec0b810e70beb0c364312bce86,04805f2b29734607eb97402b244d09fd72f36ff9162a92007ec001000000000000000000514aa67a8e258cc5864f1d085b56290d365ed33e44e7eac32589e1e1a61b3bd125450d6388ed09170aaa9a60
737765,00000000000000000002ebc63dfcb840c72fa81559a7909b7a6c0a58ce259fe8,0440002084434b5591dfcb37d3f34342335e2d2dd934822cea3900000000000000000000ca37e9f8f34fe8fae3537dba1ee9857eff9a9b62b07ce7eecc1539b13c090944f5648d62ba010917223704a2
728744,00000000000000000006cae3d864b21d8820fcc5a11859c3193b7065a661628e,046000208a456b3798798a6c4fe950455e7139847997b2f5277b060000000000000000008b937d17dbbf90a37a75f5ed10c03ee6f41e83c0ec40130c73637dd8c57a15e69be03b62c0400a1727ce2a70
709228,00000000000000000003e53e3e5bc529a365fc1d0025b253c428dc94dedafa4b,0400a0204a925e02cd55a7ef5c0aa64f6f07f46d63bb8e271dc8060000000000000000003d63872e73425e0dd185f5f913e6bb55804aac2442349198b6af25d20d2edc3442068d61cffe0c1755737a0e
708901,00000000000000000002b66cb38b639b7d3e8ffe63b9d062fb0ab6bd56474fc0,04008020474ddedd9de34d926233d24a75d3f8ac9b9151f9d51100000000000000000000ff5490e8c12ca4f8ad228f89010f90f8a54b8248142d81c891af841107e8ad53c54a8a61cffe0c17289bec57
706575,0000000000000000000cd4c148073e2cf6b0746ce5411afbb571df2557ef2e96,0400ff3f1de7a26c63b82b02b752adcc24eb0e2303491ae904fc09000000000000000000785fbe56f94484c92a052c8fc06cecfcf79e5deffb62e225075cf2555c35fcc6ce4f766108040e17ff6ae2cf
704860,0000000000000000000082662395224ba78d2ba1fdd3cb5a918ab8c7d5d63beb,044000209263890b29ba85d11be65bdaf1ff6de5ec7846e943150d000000000000000000e2c031461308e18b0b1fa21b0d35e134e889215f72cb39df6ab26818bd8d15196a34676132260e173c63f40d
702379,000000000000000000001b644ac038024ee1c44794fbd6670cfab26f45688351,0400e020e9b95e32aab2aaa143e23e00fbc962dd4f96ae773392040000000000000000006d4a0fb5e1ff9531c3d3d5b683a55e877f4983054e21cca271b53f51b16bce4887585161ebd00e174813b40a
699616,00000000000000000004d9477fbe6a4cb42cdac0994ef5205a4d2234a654d985,0400202033b125c9fd03b2b66ca813fea97a0bc7889645049ca005000000000000000000d2516df6e0703d94669a7ffb7baf29a3a7a5d38b25a77c23ea33c6c4caee604c87953861e4480f1778bae72b
699479,00000000000000000003b9c475c8bf7ca29ab28191c137db262bbac9854ee574,040060206ec72bb35be1b7fc8c78e1053ae9172d8f1e015257d7060000000000000000003b6de9578b88cf676fe24ad03042ca230e9a7023527033a9e09928655a9f7c21d2513761a0fa0f17788efb8f
695955,0000000000000000000dda4944c25d8845f01d009856e3536a963f4ee3352b8b,040040207b1f297217f54e66a43fba6a163d929afd74c9f91b4205000000000000000000f72af9d9bd6536cf59e867fcfcf6af574607c7c2e53915be138e41fe28a9b3bd288619610b181217650f290b
695327,0000000000000000000c696f74f34cf755bfcce4f8a3afb8bda9f33ff7fe96c2,04e00020f5d162221f918cdf3ebd5bf87e2c2ef13c49099a68b00b0000000000000000008c3544b6603fa16aea2c1bf643ee2295e8999039805b9e42215d0f874a7eb4cba6481461a26a13172927920a
694347,000000000000000000105d326ace68e342ae9851fa395937c890ace4882385e1,0400c0206756a9a1c601f5ce2b3492152a21c43f30615e70a19e030000000000000000002a841a1cc2b400661d5b4acb457acb00f0778eaca9db5e099b9f4d2ce8a9ea3a011f0c61a26a13176076b0a3
693481,00000000000000000003fc00a7a6ec3d82ece5675dbb0eb16feb1f65081a4e47,0400402093d506307920cd729fc19c28763420dd4f5bf305d96002000000000000000000a3d666817e1c29946ec41cb65303e6c1b7fff0e24c0959c737167186397d8e1324b20461249614176cac035f
688349,0000000000000000000daac33e1cf1ecb1972b202e51c9b864050601dcd6f0ef,040000205523030d07654f57623e80cca8bf5e2913336c52db4d05000000000000000000aa339c50773b727beadf054b5751ec9e14e2d3b28beafd12dafddde4370620e41e16d060f91e0e1714729ee5
686028,000000000000000000057efe0b954a46081ca35e7f1862145cb48c48e57c7937,04000020bf12337940f8e44a8818a804d7c4852262850dd4912708000000000000000000081b19fbead2c9669485f4ca5b22e6b2d8416a4956f166435773aa3a9d5669a6df1fb8607b5f0d178cc05172
680889,000000000000000000047360a231ee98549729b114f834d900c34dbccaf9b396,00008020e781735f1cb5c6e44e67b977f1f4198aa019551c02fa09000000000000000000e3ca607385a329e251a529e419148dc1fc99bf442620e7ff477a1510d30a9613f2ab886093ef0b17d1560543
680708,000000000000000000085e7db79413029e10b1c08770fa9157fabbb170ca2c69,000000206c80af6ed3a4dcfd5fbff780b0559777dc7aa7010cee080000000000000000008cb1a3b4a1ccf9a857db6d7c71a6a3397dd56d1098679c868b1789c37816c07ffde1866093ef0b172445d3d6
679244,000000000000000000071e1cad14e552b22337efa59f9d6e095139c8377792b9,000000205696ef168a4ed79677bdce1b9a88a09f330d474154b901000000000000000000f1d336905924cd2b0ae6de095366c6e3d582a591cc320621748b1f7fcb725ae6ca767760482a0c170c498489
676003,00000000000000000009e7bed1cc04f048e723bf9acad18aa8effb5f0270e8e4,0000002065a8f9d92f250526581c19bc9557651b95430c9b683b07000000000000000000ebadd0a53ac8dfbbeee4720fdb6549996d265afec773a9bcc907382c23271e6adb765a606fdf0c17c0d1cecd
674131,00000000000000000001cfa87d7b500dfb10e862f4bdae7d0ca41043bfad65c2,00400020ce817b1167328d03cefb61c0703c11de35d4d32014c703000000000000000000eb711b2f476c72e36ecf764966b9592bd8f3becd6aff2d346834948db7b58fb5f4024a608c1f0d178460202d
671216,00000000000000000005c71f3a13da52116b8924740d39b4a52a2a7cb3988bfc,00e0ff276aeba546cd058229e78e8489907bc8553b7e47d2e64f0c000000000000000000197e708762acaf34109aa6aa3f2badf80d6cc3fff5c626f23a9732cf6b2a3da5724c2f60b9210d178c6a497c
669930,00000000000000000006d7f67388bbd5570ce1c7c06b738ecb4b70d0a30ccf08,00000020d7b63c8aedd9be9a93f480c317cd5803afabdcded51b0b000000000000000000af90d4ed969158b743122965e06491ac3d1586f4a586cf2508dacca3ebcfbbd113382360b9210d17e48f1483
669066,0000000000000000000bf03577b92f5439062b36270b821a7e915c6c98abc919,0000ff3fcf891b10d20dc63573fa8074bb85468a681059a662380b000000000000000000f6b73c87c0e4510ebaaf9afe107352f96aa05706f4d3bfc5f0251353f4fcc648d0011c6057840d17ed40fa16
668031,00000000000000000007cffb0712f3820e38e2078d0ecd6d2b19a98a4cb9c849,0000402017ef9745c43366b1c9e0e48552dc60e9e5164bce4e0f03000000000000000000bc9e3549b485f0ff430a51966f40d06aeef8bf7fcf4d42692f68945b0290e5ce45a0126057840d17450809c4
666931,0000000000000000000412c466b6f1e85bbf381b63889cd4b48a42d3a67b1017,00e0ff3f190621da6244448d9c4106822e2b7761dc3966ebfc55070000000000000000007eb0367b8d02410431c0ccfc3e786e6ff33050d2c868156e55cbbf320aca654277790860a1a80d17df9269db
666086,0000000000000000000404c633d0ffc0b5fbc915bbee9ae5f6df13da21cce240,0060002013eb69ed6406db87faeaee5e93cff76c8161d64dc8430a00000000000000000069ed6edef129e7c0735d2df80eeef70a539ba31d213508fe594523cefee5dcfd46cd0060a1a80d170b8d3067
663788,0000000000000000000c7727c791fee3cddfc6af91373c70b89aa0765aaf7ba0,00c0ff3f4566c2a8100a3a9a7a886d42458dfe142d160e7069f207000000000000000000ae82040c10bc8fa5bdc64d6408265304bc54141d909b34916c093891b38b3d0e7768ed5f17220f170f04d88a
663658,0000000000000000000148c1f3d0e39d4a1fc1a0923515fa3994e51fbf931221,00e00020a3624458ab8ab6e1dc04e8fb4027798a0722054a730508000000000000000000f061ef88cc7f9335e7a66e8a4ada8acb6e170bb775fc60ab4cc0f4701bc3d2f4ea4eec5f17220f17e49e7e34
663533,0000000000000000000799e624a634546e822bbf26a5579c2e90da4c5ecf1598,00000020732202f13d5158cadf71708d397e8bc312f8fa4aefae0b000000000000000000bf5ee62e26b73abfc709f9c916c01ddc49e982fe3b75db119cd5a6e2c456240e447beb5f17220f172cfe0fb7
663426,000000000000000000000d691e98e804dcfd8772e6af1bbc63b62d895bbc533c,00e000206c3004cd8f403faf9e884a2ff1482895afdd13db39f7000000000000000000001ff460d437d74f36d0b594443bfdccdfc6abe869151ef56cbe46ce0ca96dbd8b5c7aea5f17220f17725b9613
